Time(s),VenaCava-Fentanyl-Concentration(ug/mL),Fentanyl-PlasmaConcentration(ug/L),Fentanyl-SystemicMassCleared(ug),Fentanyl-MassInBody(ug),Fentanyl-LeftKidneyTissue-PartitionCoefficient,Fentanyl-RightKidneyTissue-PartitionCoefficient,Fentanyl-BrainTissue-PartitionCoefficient,Fentanyl-RightLungTissue-PartitionCoefficient,Fentanyl-LeftLungTissue-PartitionCoefficient,Fentanyl-LiverTissue-PartitionCoefficient,Fentanyl-BoneTissue-PartitionCoefficient,Fentanyl-FatTissue-PartitionCoefficient,Fentanyl-SkinTissue-PartitionCoefficient,Fentanyl-MuscleTissue-PartitionCoefficient,Fentanyl-SpleenTissue-PartitionCoefficient,Fentanyl-GutTissue-PartitionCoefficient,Fentanyl-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassCleared(ug),RightKidneyTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),RightKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),LiverTissueIntracellular-Fentanyl-MassExcreted(ug)
8794.02,0.000428114,1.052206,350.52,225.54,14.6456,14.6456,38.3122,3.5557,3.5557,24.0406,41.5332,65.4676,17.8242,14.9934,14.8692,30.1742,9.5806,0,0,0,0,0,0
8795.02,0.000428073,1.052308,350.53,225.53,14.6401,14.6401,38.2978,3.5544,3.5544,24.0316,41.5176,65.4429,17.8176,14.9878,14.8637,30.1629,9.5770,0,0,0,0,0,0
8796.02,0.000428022,1.052300,350.54,225.52,14.6391,14.6391,38.2949,3.5542,3.5542,24.0298,41.5145,65.4380,17.8163,14.9866,14.8626,30.1606,9.5763,0,0,0,0,0,0
8797.02,0.000427971,1.052095,350.55,225.51,14.6427,14.6427,38.3046,3.5550,3.5550,24.0358,41.5249,65.4545,17.8207,14.9904,14.8662,30.1682,9.5787,0,0,0,0,0,0
8798.02,0.000427911,1.051692,350.56,225.51,14.6451,14.6451,38.3110,3.5556,3.5556,24.0398,41.5318,65.4654,17.8236,14.9929,14.8687,30.1732,9.5802,0,0,0,0,0,0
8799.02,0.000427867,1.051589,350.56,225.50,14.6387,14.6387,38.2939,3.5541,3.5541,24.0292,41.5134,65.4362,17.8158,14.9862,14.8622,30.1598,9.5761,0,0,0,0,0,0
8800.02,0.000427832,1.051718,350.57,225.49,14.6402,14.6402,38.2979,3.5544,3.5544,24.0317,41.5177,65.4431,17.8176,14.9878,14.8637,30.1630,9.5771,0,0,0,0,0,0
8801.02,0.000427789,1.051733,350.58,225.48,14.6447,14.6447,38.3099,3.5555,3.5555,24.0392,41.5306,65.4635,17.8231,14.9925,14.8683,30.1723,9.5800,0,0,0,0,0,0
8802.02,0.000427736,1.051560,350.59,225.47,14.6457,14.6457,38.3124,3.5557,3.5557,24.0407,41.5334,65.4678,17.8242,14.9934,14.8692,30.1743,9.5806,0,0,0,0,0,0
8803.02,0.000427674,1.051207,350.59,225.47,14.6402,14.6402,38.2980,3.5545,3.5545,24.0317,41.5178,65.4432,17.8176,14.9878,14.8637,30.1630,9.5771,0,0,0,0,0,0
8804.02,0.000427627,1.051002,350.60,225.46,14.6416,14.6416,38.3018,3.5548,3.5548,24.0341,41.5219,65.4496,17.8194,14.9893,14.8652,30.1660,9.5780,0,0,0,0,0,0
8805.02,0.000427594,1.051090,350.61,225.45,14.6458,14.6458,38.3128,3.5557,3.5557,24.0410,41.5338,65.4685,17.8244,14.9936,14.8694,30.1746,9.5807,0,0,0,0,0,0
8806.02,0.000427547,1.051136,350.62,225.44,14.6424,14.6424,38.3037,3.5549,3.5549,24.0353,41.5240,65.4530,17.8203,14.9901,14.8659,30.1675,9.5785,0,0,0,0,0,0
8807.02,0.000427494,1.051037,350.62,225.43,14.6382,14.6382,38.2926,3.5540,3.5540,24.0283,41.5119,65.4339,17.8152,14.9857,14.8617,30.1588,9.5758,0,0,0,0,0,0
8808.02,0.000427440,1.050742,350.63,225.42,14.6399,14.6399,38.2973,3.5544,3.5544,24.0313,41.5170,65.4419,17.8173,14.9876,14.8635,30.1624,9.5769,0,0,0,0,0,0
8809.02,0.000427389,1.050414,350.64,225.42,14.6452,14.6452,38.3111,3.5556,3.5556,24.0400,41.5320,65.4657,17.8237,14.9930,14.8688,30.1733,9.5803,0,0,0,0,0,0
8810.02,0.000427351,1.050457,350.65,225.41,14.6405,14.6405,38.2986,3.5545,3.5545,24.0321,41.5185,65.4442,17.8179,14.9881,14.8640,30.1635,9.5772,0,0,0,0,0,0
8811.02,0.000427308,1.050558,350.66,225.40,14.6388,14.6388,38.2943,3.5541,3.5541,24.0294,41.5138,65.4369,17.8160,14.9864,14.8623,30.1601,9.5762,0,0,0,0,0,0
8812.02,0.000427260,1.050497,350.66,225.39,14.6424,14.6424,38.3037,3.5549,3.5549,24.0353,41.5240,65.4529,17.8203,14.9901,14.8659,30.1675,9.5785,0,0,0,0,0,0
8813.02,0.000427205,1.050228,350.67,225.38,14.6459,14.6459,38.3130,3.5557,3.5557,24.0411,41.5340,65.4688,17.8245,14.9937,14.8695,30.1748,9.5807,0,0,0,0,0,0
8814.02,0.000427144,1.049847,350.68,225.38,14.6409,14.6409,38.2999,3.5546,3.5546,24.0329,41.5199,65.4465,17.8185,14.9886,14.8645,30.1645,9.5775,0,0,0,0,0,0
8815.02,0.000427106,1.049852,350.69,225.37,14.6397,14.6397,38.2966,3.5543,3.5543,24.0308,41.5162,65.4407,17.8170,14.9873,14.8632,30.1619,9.5767,0,0,0,0,0,0
8816.02,0.000427071,1.049962,350.69,225.36,14.6442,14.6442,38.3085,3.5554,3.5554,24.0383,41.5292,65.4612,17.8225,14.9919,14.8677,30.1713,9.5796,0,0,0,0,0,0
8817.02,0.000427023,1.049925,350.70,225.35,14.6457,14.6457,38.3125,3.5557,3.5557,24.0408,41.5335,65.4680,17.8243,14.9935,14.8693,30.1744,9.5806,0,0,0,0,0,0
8818.02,0.000426966,1.049719,350.71,225.34,14.6405,14.6405,38.2986,3.5545,3.5545,24.0321,41.5185,65.4443,17.8179,14.9881,14.8640,30.1635,9.5772,0,0,0,0,0,0
8819.02,0.000426907,1.049346,350.72,225.34,14.6394,14.6394,38.2957,3.5543,3.5543,24.0303,41.5153,65.4393,17.8166,14.9870,14.8629,30.1612,9.5765,0,0,0,0,0,0
8820.02,0.000426867,1.049236,350.73,225.33,14.6454,14.6454,38.3117,3.5556,3.5556,24.0403,41.5327,65.4667,17.8239,14.9932,14.8690,30.1738,9.5804,0,0,0,0,0,0
8821.02,0.000426830,1.049333,350.73,225.32,14.6434,14.6434,38.3063,3.5552,3.5552,24.0369,41.5268,65.4574,17.8215,14.9911,14.8669,30.1695,9.5791,0,0,0,0,0,0
8822.02,0.000426779,1.049358,350.74,225.31,14.6386,14.6386,38.2937,3.5541,3.5541,24.0291,41.5132,65.4359,17.8157,14.9862,14.8621,30.1597,9.5760,0,0,0,0,0,0
8823.02,0.000426728,1.049214,350.75,225.30,14.6397,14.6397,38.2966,3.5543,3.5543,24.0309,41.5163,65.4408,17.8170,14.9873,14.8632,30.1619,9.5767,0,0,0,0,0,0
8824.02,0.000426672,1.048852,350.76,225.30,14.6440,14.6440,38.3080,3.5553,3.5553,24.0380,41.5286,65.4603,17.8222,14.9917,14.8676,30.1708,9.5795,0,0,0,0,0,0
8825.02,0.000426623,1.048619,350.76,225.29,14.6418,14.6418,38.3022,3.5548,3.5548,24.0344,41.5224,65.4505,17.8196,14.9895,14.8654,30.1663,9.5781,0,0,0,0,0,0
8826.02,0.000426586,1.048727,350.77,225.28,14.6387,14.6387,38.2939,3.5541,3.5541,24.0292,41.5133,65.4362,17.8158,14.9862,14.8622,30.1598,9.5761,0,0,0,0,0,0
8827.02,0.000426543,1.048790,350.78,225.27,14.6421,14.6421,38.3029,3.5549,3.5549,24.0348,41.5231,65.4516,17.8199,14.9898,14.8656,30.1669,9.5783,0,0,0,0,0,0
8828.02,0.000426494,1.048668,350.79,225.26,14.6460,14.6460,38.3132,3.5558,3.5558,24.0413,41.5343,65.4693,17.8246,14.9938,14.8696,30.1750,9.5808,0,0,0,0,0,0
8829.02,0.000426434,1.048352,350.79,225.26,14.6439,14.6439,38.3077,3.5553,3.5553,24.0378,41.5283,65.4598,17.8221,14.9916,14.8674,30.1706,9.5795,0,0,0,0,0,0
8830.02,0.000426378,1.048049,350.80,225.25,14.6394,14.6394,38.2957,3.5543,3.5543,24.0303,41.5153,65.4393,17.8166,14.9869,14.8629,30.1612,9.5765,0,0,0,0,0,0
8831.02,0.000426345,1.048110,350.81,225.24,14.6437,14.6437,38.3072,3.5552,3.5552,24.0375,41.5278,65.4590,17.8219,14.9914,14.8673,30.1703,9.5793,0,0,0,0,0,0
8832.02,0.000426304,1.048185,350.82,225.23,14.6457,14.6457,38.3125,3.5557,3.5557,24.0408,41.5335,65.4681,17.8243,14.9935,14.8693,30.1744,9.5806,0,0,0,0,0,0
8833.02,0.000426252,1.048117,350.83,225.22,14.6407,14.6407,38.2994,3.5546,3.5546,24.0326,41.5193,65.4456,17.8183,14.9884,14.8643,30.1641,9.5774,0,0,0,0,0,0
8834.02,0.000426197,1.047876,350.83,225.21,14.6386,14.6386,38.2936,3.5541,3.5541,24.0290,41.5131,65.4357,17.8157,14.9861,14.8621,30.1596,9.5760,0,0,0,0,0,0
8835.02,0.000426142,1.047503,350.84,225.21,14.6436,14.6436,38.3069,3.5552,3.5552,24.0373,41.5275,65.4585,17.8217,14.9913,14.8671,30.1700,9.5793,0,0,0,0,0,0
8836.02,0.000426104,1.047473,350.85,225.20,14.6445,14.6445,38.3093,3.5554,3.5554,24.0388,41.5300,65.4625,17.8228,14.9922,14.8681,30.1719,9.5798,0,0,0,0,0,0
8837.02,0.000426062,1.047581,350.86,225.19,14.6392,14.6392,38.2953,3.5542,3.5542,24.0301,41.5149,65.4386,17.8164,14.9868,14.8627,30.1609,9.5764,0,0,0,0,0,0
8838.02,0.000426013,1.047573,350.86,225.18,14.6396,14.6396,38.2962,3.5543,3.5543,24.0306,41.5159,65.4402,17.8169,14.9872,14.8631,30.1616,9.5766,0,0,0,0,0,0
8839.02,0.000425962,1.047366,350.87,225.17,14.6436,14.6436,38.3070,3.5552,3.5552,24.0374,41.5275,65.4586,17.8218,14.9913,14.8672,30.1701,9.5793,0,0,0,0,0,0
8840.02,0.000425902,1.046964,350.88,225.17,14.6448,14.6448,38.3102,3.5555,3.5555,24.0394,41.5310,65.4641,17.8232,14.9926,14.8684,30.1726,9.5801,0,0,0,0,0,0
8841.02,0.000425858,1.046866,350.89,225.16,14.6388,14.6388,38.2942,3.5541,3.5541,24.0293,41.5137,65.4367,17.8159,14.9864,14.8623,30.1600,9.5761,0,0,0,0,0,0
8842.02,0.000425825,1.046991,350.89,225.15,14.6416,14.6416,38.3017,3.5548,3.5548,24.0340,41.5218,65.4495,17.8193,14.9893,14.8651,30.1659,9.5780,0,0,0,0,0,0
8843.02,0.000425780,1.047001,350.90,225.14,14.6458,14.6458,38.3128,3.5557,3.5557,24.0410,41.5338,65.4685,17.8244,14.9936,14.8694,30.1746,9.5807,0,0,0,0,0,0
8844.02,0.000425726,1.046830,350.91,225.13,14.6447,14.6447,38.3100,3.5555,3.5555,24.0392,41.5308,65.4637,17.8231,14.9925,14.8683,30.1724,9.5800,0,0,0,0,0,0
8845.02,0.000425665,1.046483,350.92,225.13,14.6394,14.6394,38.2959,3.5543,3.5543,24.0304,41.5155,65.4396,17.8167,14.9870,14.8629,30.1613,9.5766,0,0,0,0,0,0
8846.02,0.000425618,1.046278,350.93,225.12,14.6424,14.6424,38.3038,3.5549,3.5549,24.0353,41.5240,65.4531,17.8203,14.9901,14.8659,30.1675,9.5785,0,0,0,0,0,0
8847.02,0.000425586,1.046364,350.93,225.11,14.6456,14.6456,38.3122,3.5557,3.5557,24.0406,41.5332,65.4676,17.8242,14.9934,14.8692,30.1742,9.5806,0,0,0,0,0,0
8848.02,0.000425539,1.046414,350.94,225.10,14.6410,14.6410,38.3000,3.5546,3.5546,24.0330,41.5199,65.4466,17.8186,14.9886,14.8645,30.1646,9.5776,0,0,0,0,0,0
8849.02,0.000425488,1.046317,350.95,225.09,14.6382,14.6382,38.2927,3.5540,3.5540,24.0284,41.5121,65.4342,17.8153,14.9858,14.8617,30.1589,9.5758,0,0,0,0,0,0
8850.02,0.000425435,1.046019,350.96,225.09,14.6412,14.6412,38.3007,3.5547,3.5547,24.0334,41.5207,65.4478,17.8189,14.9889,14.8648,30.1651,9.5777,0,0,0,0,0,0
8851.02,0.000425384,1.045689,350.96,225.08,14.6452,14.6452,38.3112,3.5556,3.5556,24.0400,41.5321,65.4657,17.8237,14.9930,14.8688,30.1733,9.5803,0,0,0,0,0,0
8852.02,0.000425345,1.045736,350.97,225.07,14.6397,14.6397,38.2965,3.5543,3.5543,24.0308,41.5162,65.4407,17.8170,14.9873,14.8632,30.1619,9.5767,0,0,0,0,0,0
8853.02,0.000425302,1.045838,350.98,225.06,14.6392,14.6392,38.2954,3.5542,3.5542,24.0301,41.5149,65.4387,17.8165,14.9868,14.8627,30.1610,9.5764,0,0,0,0,0,0
8854.02,0.000425255,1.045776,350.99,225.05,14.6431,14.6431,38.3055,3.5551,3.5551,24.0364,41.5259,65.4561,17.8211,14.9908,14.8666,30.1689,9.5789,0,0,0,0,0,0
8855.02,0.000425201,1.045509,350.99,225.05,14.6455,14.6455,38.3120,3.5556,3.5556,24.0405,41.5330,65.4671,17.8240,14.9933,14.8691,30.1740,9.5805,0,0,0,0,0,0
8856.02,0.000425142,1.045137,351.00,225.04,14.6398,14.6398,38.2969,3.5544,3.5544,24.0310,41.5166,65.4412,17.8171,14.9874,14.8633,30.1621,9.5768,0,0,0,0,0,0
8857.02,0.000425106,1.045142,351.01,225.03,14.6406,14.6406,38.2991,3.5545,3.5545,24.0324,41.5190,65.4451,17.8182,14.9883,14.8642,30.1639,9.5774,0,0,0,0,0,0
8858.02,0.000425072,1.045247,351.02,225.02,14.6453,14.6453,38.3114,3.5556,3.5556,24.0401,41.5323,65.4661,17.8238,14.9931,14.8689,30.1735,9.5804,0,0,0,0,0,0
8859.02,0.000425023,1.045210,351.03,225.01,14.6451,14.6451,38.3110,3.5556,3.5556,24.0398,41.5318,65.4654,17.8236,14.9929,14.8687,30.1732,9.5802,0,0,0,0,0,0
8860.02,0.000424967,1.045009,351.03,225.01,14.6396,14.6396,38.2964,3.5543,3.5543,24.0307,41.5161,65.4405,17.8169,14.9872,14.8631,30.1618,9.5767,0,0,0,0,0,0
8861.02,0.000424909,1.044637,351.04,225.00,14.6397,14.6397,38.2966,3.5543,3.5543,24.0309,41.5163,65.4408,17.8170,14.9873,14.8632,30.1619,9.5767,0,0,0,0,0,0
8862.02,0.000424869,1.044526,351.05,224.99,14.6450,14.6450,38.3108,3.5555,3.5555,24.0397,41.5316,65.4651,17.8235,14.9928,14.8686,30.1730,9.5802,0,0,0,0,0,0
8863.02,0.000424833,1.044629,351.06,224.98,14.6412,14.6412,38.3006,3.5547,3.5547,24.0334,41.5206,65.4477,17.8189,14.9889,14.8647,30.1651,9.5777,0,0,0,0,0,0
8864.02,0.000424785,1.044660,351.06,224.97,14.6379,14.6379,38.2918,3.5539,3.5539,24.0279,41.5111,65.4326,17.8148,14.9854,14.8614,30.1582,9.5756,0,0,0,0,0,0
8865.02,0.000424737,1.044514,351.07,224.97,14.6405,14.6405,38.2987,3.5545,3.5545,24.0322,41.5186,65.4444,17.8180,14.9881,14.8640,30.1636,9.5773,0,0,0,0,0,0
8866.02,0.000424681,1.044149,351.08,224.96,14.6450,14.6450,38.3106,3.5555,3.5555,24.0396,41.5314,65.4647,17.8234,14.9927,14.8685,30.1729,9.5802,0,0,0,0,0,0
8867.02,0.000424632,1.043920,351.09,224.95,14.6410,14.6410,38.3001,3.5546,3.5546,24.0330,41.5201,65.4468,17.8186,14.9887,14.8645,30.1647,9.5776,0,0,0,0,0,0
8868.02,0.000424596,1.044030,351.09,224.94,14.6388,14.6388,38.2943,3.5541,3.5541,24.0294,41.5138,65.4370,17.8160,14.9864,14.8623,30.1602,9.5762,0,0,0,0,0,0
8869.02,0.000424553,1.044092,351.10,224.93,14.6425,14.6425,38.3041,3.5550,3.5550,24.0356,41.5244,65.4537,17.8205,14.9902,14.8661,30.1678,9.5786,0,0,0,0,0,0
8870.02,0.000424504,1.043971,351.11,224.93,14.6454,14.6454,38.3117,3.5556,3.5556,24.0403,41.5326,65.4666,17.8239,14.9932,14.8690,30.1738,9.5804,0,0,0,0,0,0
8871.02,0.000424445,1.043665,351.12,224.92,14.6414,14.6414,38.3011,3.5547,3.5547,24.0337,41.5212,65.4486,17.8191,14.9891,14.8649,30.1655,9.5778,0,0,0,0,0,0
8872.02,0.000424393,1.043368,351.13,224.91,14.6392,14.6392,38.2954,3.5542,3.5542,24.0301,41.5149,65.4387,17.8165,14.9868,14.8627,30.1610,9.5764,0,0,0,0,0,0
8873.02,0.000424363,1.043424,351.13,224.90,14.6445,14.6445,38.3094,3.5554,3.5554,24.0389,41.5302,65.4627,17.8229,14.9923,14.8681,30.1720,9.5799,0,0,0,0,0,0
8874.02,0.000424322,1.043497,351.14,224.89,14.6453,14.6453,38.3113,3.5556,3.5556,24.0401,41.5322,65.4660,17.8237,14.9930,14.8688,30.1735,9.5803,0,0,0,0,0,0
8875.02,0.000424270,1.043433,351.15,224.89,14.6397,14.6397,38.2967,3.5543,3.5543,24.0310,41.5164,65.4411,17.8171,14.9874,14.8633,30.1620,9.5768,0,0,0,0,0,0
8876.02,0.000424215,1.043193,351.16,224.88,14.6387,14.6387,38.2939,3.5541,3.5541,24.0292,41.5133,65.4362,17.8158,14.9862,14.8622,30.1598,9.5761,0,0,0,0,0,0
8877.02,0.000424160,1.042820,351.16,224.87,14.6436,14.6436,38.3069,3.5552,3.5552,24.0373,41.5275,65.4585,17.8217,14.9913,14.8671,30.1700,9.5793,0,0,0,0,0,0
8878.02,0.000424122,1.042793,351.17,224.86,14.6419,14.6419,38.3025,3.5548,3.5548,24.0346,41.5227,65.4509,17.8197,14.9896,14.8655,30.1665,9.5782,0,0,0,0,0,0
8879.02,0.000424082,1.042911,351.18,224.85,14.6377,14.6377,38.2914,3.5539,3.5539,24.0276,41.5106,65.4319,17.8146,14.9853,14.8612,30.1578,9.5755,0,0,0,0,0,0
8880.02,0.000424037,1.042904,351.19,224.85,14.6398,14.6398,38.2969,3.5544,3.5544,24.0310,41.5166,65.4412,17.8171,14.9874,14.8633,30.1621,9.5768,0,0,0,0,0,0
8881.02,0.000423988,1.042693,351.19,224.84,14.6443,14.6443,38.3088,3.5554,3.5554,24.0385,41.5295,65.4617,17.8226,14.9921,14.8679,30.1715,9.5797,0,0,0,0,0,0
8882.02,0.000423928,1.042293,351.20,224.83,14.6443,14.6443,38.3088,3.5554,3.5554,24.0385,41.5295,65.4616,17.8226,14.9920,14.8678,30.1714,9.5797,0,0,0,0,0,0
8883.02,0.000423884,1.042199,351.21,224.82,14.6387,14.6387,38.2940,3.5541,3.5541,24.0292,41.5134,65.4363,17.8158,14.9863,14.8622,30.1599,9.5761,0,0,0,0,0,0
8884.02,0.000423850,1.042321,351.22,224.81,14.6421,14.6421,38.3030,3.5549,3.5549,24.0349,41.5232,65.4518,17.8199,14.9898,14.8657,30.1670,9.5783,0,0,0,0,0,0
8885.02,0.000423805,1.042330,351.23,224.81,14.6454,14.6454,38.3117,3.5556,3.5556,24.0403,41.5327,65.4667,17.8239,14.9932,14.8690,30.1738,9.5804,0,0,0,0,0,0
8886.02,0.000423751,1.042168,351.23,224.80,14.6420,14.6420,38.3027,3.5549,3.5549,24.0347,41.5229,65.4512,17.8198,14.9897,14.8655,30.1667,9.5782,0,0,0,0,0,0
8887.02,0.000423692,1.041829,351.24,224.79,14.6378,14.6378,38.2915,3.5539,3.5539,24.0277,41.5108,65.4321,17.8147,14.9853,14.8613,30.1579,9.5755,0,0,0,0,0,0
8888.02,0.000423649,1.041622,351.25,224.78,14.6429,14.6429,38.3052,3.5551,3.5551,24.0362,41.5256,65.4555,17.8209,14.9906,14.8665,30.1686,9.5788,0,0,0,0,0,0
8889.02,0.000423617,1.041703,351.26,224.77,14.6453,14.6453,38.3114,3.5556,3.5556,24.0401,41.5323,65.4661,17.8238,14.9931,14.8688,30.1735,9.5803,0,0,0,0,0,0
8890.02,0.000423570,1.041755,351.26,224.77,14.6399,14.6399,38.2972,3.5544,3.5544,24.0312,41.5169,65.4419,17.8173,14.9875,14.8634,30.1624,9.5769,0,0,0,0,0,0
8891.02,0.000423519,1.041660,351.27,224.76,14.6384,14.6384,38.2932,3.5540,3.5540,24.0288,41.5126,65.4351,17.8155,14.9860,14.8619,30.1593,9.5759,0,0,0,0,0,0
8892.02,0.000423465,1.041359,351.28,224.75,14.6420,14.6420,38.3026,3.5548,3.5548,24.0346,41.5228,65.4511,17.8198,14.9896,14.8655,30.1667,9.5782,0,0,0,0,0,0
8893.02,0.000423412,1.041030,351.29,224.74,14.6436,14.6436,38.3070,3.5552,3.5552,24.0373,41.5275,65.4585,17.8217,14.9913,14.8672,30.1700,9.5793,0,0,0,0,0,0
8894.02,0.000423374,1.041087,351.29,224.73,14.6381,14.6381,38.2923,3.5540,3.5540,24.0282,41.5116,65.4334,17.8150,14.9856,14.8616,30.1585,9.5757,0,0,0,0,0,0
8895.02,0.000423334,1.041191,351.30,224.73,14.6394,14.6394,38.2958,3.5543,3.5543,24.0304,41.5154,65.4394,17.8166,14.9870,14.8629,30.1613,9.5765,0,0,0,0,0,0
8896.02,0.000423288,1.041125,351.31,224.72,14.6438,14.6438,38.3075,3.5553,3.5553,24.0377,41.5280,65.4594,17.8220,14.9915,14.8673,30.1704,9.5794,0,0,0,0,0,0
8897.02,0.000423234,1.040857,351.32,224.71,14.6453,14.6453,38.3114,3.5556,3.5556,24.0401,41.5324,65.4662,17.8238,14.9931,14.8689,30.1735,9.5804,0,0,0,0,0,0
8898.02,0.000423174,1.040490,351.32,224.70,14.6393,14.6393,38.2956,3.5543,3.5543,24.0303,41.5153,65.4392,17.8166,14.9869,14.8628,30.1612,9.5765,0,0,0,0,0,0
8899.02,0.000423138,1.040492,351.33,224.69,14.6416,14.6416,38.3016,3.5548,3.5548,24.0340,41.5217,65.4493,17.8193,14.9892,14.8651,30.1658,9.5780,0,0,0,0,0,0
8900.02,0.000423102,1.040591,351.34,224.69,14.6456,14.6456,38.3121,3.5557,3.5557,24.0406,41.5331,65.4673,17.8241,14.9933,14.8691,30.1741,9.5805,0,0,0,0,0,0
8901.02,0.000423052,1.040560,351.35,224.68,14.6430,14.6430,38.3053,3.5551,3.5551,24.0363,41.5257,65.4556,17.8210,14.9907,14.8665,30.1687,9.5789,0,0,0,0,0,0
8902.02,0.000422997,1.040366,351.36,224.67,14.6382,14.6382,38.2927,3.5540,3.5540,24.0284,41.5120,65.4341,17.8152,14.9858,14.8617,30.1589,9.5758,0,0,0,0,0,0
8903.02,0.000422940,1.039994,351.36,224.66,14.6401,14.6401,38.2976,3.5544,3.5544,24.0315,41.5173,65.4425,17.8175,14.9877,14.8636,30.1627,9.5770,0,0,0,0,0,0
8904.02,0.000422901,1.039879,351.37,224.65,14.6451,14.6451,38.3108,3.5555,3.5555,24.0398,41.5317,65.4651,17.8235,14.9928,14.8686,30.1731,9.5802,0,0,0,0,0,0
8905.02,0.000422864,1.039983,351.38,224.65,14.6402,14.6402,38.2980,3.5544,3.5544,24.0317,41.5178,65.4431,17.8176,14.9878,14.8637,30.1630,9.5771,0,0,0,0,0,0
8906.02,0.000422816,1.040015,351.39,224.64,14.6383,14.6383,38.2928,3.5540,3.5540,24.0285,41.5122,65.4344,17.8153,14.9858,14.8618,30.1590,9.5758,0,0,0,0,0,0
8907.02,0.000422768,1.039864,351.39,224.63,14.6417,14.6417,38.3019,3.5548,3.5548,24.0342,41.5220,65.4498,17.8194,14.9893,14.8652,30.1660,9.5780,0,0,0,0,0,0
8908.02,0.000422710,1.039498,351.40,224.62,14.6456,14.6456,38.3122,3.5557,3.5557,24.0406,41.5332,65.4675,17.8241,14.9934,14.8692,30.1741,9.5805,0,0,0,0,0,0
8909.02,0.000422660,1.039277,351.41,224.61,14.6397,14.6397,38.2967,3.5543,3.5543,24.0309,41.5163,65.4409,17.8170,14.9873,14.8632,30.1620,9.5767,0,0,0,0,0,0
8910.02,0.000422625,1.039389,351.42,224.61,14.6392,14.6392,38.2954,3.5542,3.5542,24.0301,41.5150,65.4387,17.8165,14.9868,14.8627,30.1610,9.5764,0,0,0,0,0,0
8911.02,0.000422583,1.039447,351.42,224.60,14.6434,14.6434,38.3065,3.5552,3.5552,24.0370,41.5270,65.4577,17.8215,14.9911,14.8670,30.1697,9.5791,0,0,0,0,0,0
8912.02,0.000422534,1.039325,351.43,224.59,14.6453,14.6453,38.3115,3.5556,3.5556,24.0402,41.5324,65.4663,17.8238,14.9931,14.8689,30.1736,9.5804,0,0,0,0,0,0
8913.02,0.000422475,1.039024,351.44,224.58,14.6404,14.6404,38.2984,3.5545,3.5545,24.0320,41.5182,65.4438,17.8178,14.9880,14.8639,30.1633,9.5772,0,0,0,0,0,0
8914.02,0.000422424,1.038726,351.45,224.57,14.6402,14.6402,38.2980,3.5545,3.5545,24.0317,41.5178,65.4432,17.8177,14.9878,14.8637,30.1630,9.5771,0,0,0,0,0,0
8915.02,0.000422392,1.038776,351.45,224.57,14.6455,14.6455,38.3119,3.5556,3.5556,24.0404,41.5328,65.4669,17.8240,14.9932,14.8690,30.1739,9.5805,0,0,0,0,0,0
8916.02,0.000422350,1.038850,351.46,224.56,14.6440,14.6440,38.3080,3.5553,3.5553,24.0380,41.5286,65.4602,17.8222,14.9917,14.8675,30.1708,9.5795,0,0,0,0,0,0
8917.02,0.000422297,1.038791,351.47,224.55,14.6388,14.6388,38.2943,3.5541,3.5541,24.0294,41.5138,65.4368,17.8160,14.9864,14.8623,30.1601,9.5762,0,0,0,0,0,0
8918.02,0.000422244,1.038551,351.48,224.54,14.6392,14.6392,38.2952,3.5542,3.5542,24.0300,41.5148,65.4384,17.8164,14.9868,14.8627,30.1608,9.5764,0,0,0,0,0,0
8919.02,0.000422189,1.038176,351.49,224.53,14.6441,14.6441,38.3082,3.5553,3.5553,24.0381,41.5289,65.4607,17.8223,14.9918,14.8676,30.1710,9.5796,0,0,0,0,0,0
8920.02,0.000422151,1.038151,351.49,224.53,14.6408,14.6408,38.2996,3.5546,3.5546,24.0328,41.5196,65.4460,17.8184,14.9885,14.8644,30.1643,9.5775,0,0,0,0,0,0
8921.02,0.000422112,1.038272,351.50,224.52,14.6380,14.6380,38.2922,3.5540,3.5540,24.0281,41.5115,65.4333,17.8150,14.9856,14.8615,30.1585,9.5757,0,0,0,0,0,0
8922.02,0.000422067,1.038260,351.51,224.51,14.6412,14.6412,38.3006,3.5547,3.5547,24.0334,41.5206,65.4477,17.8189,14.9889,14.8647,30.1651,9.5777,0,0,0,0,0,0
8923.02,0.000422017,1.038046,351.52,224.50,14.6454,14.6454,38.3118,3.5556,3.5556,24.0403,41.5327,65.4667,17.8239,14.9932,14.8690,30.1738,9.5804,0,0,0,0,0,0
8924.02,0.000421956,1.037651,351.52,224.49,14.6434,14.6434,38.3064,3.5552,3.5552,24.0370,41.5269,65.4576,17.8215,14.9911,14.8669,30.1696,9.5791,0,0,0,0,0,0
8925.02,0.000421913,1.037561,351.53,224.49,14.6390,14.6390,38.2948,3.5542,3.5542,24.0297,41.5144,65.4378,17.8162,14.9866,14.8625,30.1605,9.5763,0,0,0,0,0,0
