Time(s),AorticWallStrain,Afferent_AorticBaroreceptor,PleuralPressure,Test_FilteredCVP,Test_CentralSignal,MeanLungVolume,MuscleAutoregulation,Afferent_Baroreceptor,Afferent_Chemoreceptor,Afferent_PulmonaryStretch,Ursino_SympatheticNode,Ursino_SympatheticPeripheral,Afferent_Strain,Ursino_Parasympathetic,HypoxiaThreshold_Heart,HypoxiaThreshold_Peripheral,HypocapniaThreshold_Heart,HypocapniaThreshold_Peripheral,BaroreceptorOperatingPoint,SympatheticFatigue,HeartRateMod_Sympathetic,HeartRateMod_Vagal,ResistanceScale_Muscle,ResistanceScale_Splanchnic,ResistanceScale_Extrasplanchnic,ResistanceScale_Myocardium,Resistance_TotalPeripheral(mmHg_s_Per_mL),ElastanceScale,ComplianceScale,ComplianceModifier,VenaCava_Volume(mL),InsulinSynthesisRate(pmol/min)
62.32,0.0439298,27.412,-4.2616,8.16671,9.97659,2.80307,0,25.2999,3.52391,12.0726,4.46049,4.01508,0.0423764,3.72297,0.490012,1.82766e-14,-0.0127627,-0.0127627,114.022,0,-0.231031,0.578484,1.00022,1.00008,1.00022,0.999986,0.936746,1.00516,0.9999,-0.099621,1109.99,128
62.34,0.04393,27.4114,-4.26042,8.16704,9.97707,2.80173,0,25.2999,3.5239,12.0752,4.46045,4.01491,0.0423764,3.72265,0.490016,1.82768e-14,-0.0127714,-0.0127714,114.022,0,-0.231029,0.578473,1.00022,1.00008,1.00022,0.999984,0.936746,1.00516,0.9999,-0.0996208,1110.97,128
62.36,0.0439301,27.4108,-4.25925,8.16738,9.97756,2.80034,0,25.2999,3.52389,12.0776,4.4604,4.01475,0.0423764,3.72234,0.49002,1.82769e-14,-0.0127802,-0.0127802,114.022,0,-0.231027,0.578462,1.00021,1.00008,1.00021,0.999982,0.936746,1.00516,0.9999,-0.0996205,1109.69,128
62.38,0.0439302,27.4101,-4.25809,8.16769,9.97802,2.79891,0,25.2999,3.52388,12.08,4.46035,4.0146,0.0423763,3.72204,0.490024,1.8277e-14,-0.0127889,-0.0127889,114.022,0,-0.231025,0.57845,1.00021,1.00008,1.00021,0.99998,0.936746,1.00516,0.999901,-0.0996202,1107.19,128
62.40,0.0439303,27.4095,-4.25693,8.16798,9.97844,2.79744,0,25.2999,3.52388,12.0823,4.46032,4.01445,0.0423763,3.72175,0.490027,1.82772e-14,-0.0127975,-0.0127975,114.022,0,-0.231022,0.578437,1.0002,1.00008,1.0002,0.999978,0.936746,1.00516,0.999901,-0.0996199,1104.15,128
62.42,0.0439303,27.4089,-4.25578,8.16824,9.97882,2.79593,0,25.2999,3.52387,12.0845,4.46029,4.01432,0.0423763,3.72147,0.490031,1.82773e-14,-0.0128062,-0.0128062,114.022,0,-0.23102,0.578424,1.0002,1.00008,1.0002,0.999976,0.936746,1.00516,0.999901,-0.0996196,1100.96,128
62.44,0.0439304,27.4083,-4.25463,8.16846,9.97914,2.79439,0,25.2999,3.52386,12.0866,4.46028,4.01421,0.0423763,3.7212,0.490035,1.82775e-14,-0.0128149,-0.0128149,114.022,0,-0.231018,0.578411,1.0002,1.00008,1.0002,0.999975,0.936746,1.00516,0.999902,-0.0996193,1097.8,128
62.46,0.0439305,27.4077,-4.25349,8.16865,9.97942,2.79283,0,25.2999,3.52386,12.0886,4.46027,4.0141,0.0423763,3.72094,0.490039,1.82776e-14,-0.0128236,-0.0128236,114.022,0,-0.231016,0.578397,1.00019,1.00007,1.00019,0.999973,0.936746,1.00515,0.999902,-0.099619,1094.76,128
62.48,0.0439305,27.4071,-4.25236,8.16881,9.97965,2.79125,0,25.2999,3.52385,12.0906,4.46028,4.01401,0.0423763,3.72069,0.490043,1.82777e-14,-0.0128323,-0.0128323,114.022,0,-0.231014,0.578383,1.00019,1.00007,1.00019,0.999972,0.936746,1.00515,0.999902,-0.0996187,1091.9,128
62.50,0.0439306,27.4065,-4.25124,8.16893,9.97983,2.78964,0,25.2999,3.52384,12.0924,4.46029,4.01392,0.0423762,3.72045,0.490047,1.82779e-14,-0.0128409,-0.0128409,114.022,0,-0.231011,0.578369,1.00018,1.00007,1.00018,0.999971,0.936746,1.00515,0.999903,-0.0996184,1089.22,128
62.52,0.0439306,27.4059,-4.25012,8.16903,9.97997,2.78803,0,25.2999,3.52383,12.0941,4.46031,4.01385,0.0423762,3.72021,0.490051,1.8278e-14,-0.0128496,-0.0128496,114.022,0,-0.231009,0.578354,1.00018,1.00007,1.00018,0.999971,0.936746,1.00515,0.999903,-0.0996181,1086.72,128
62.54,0.0439306,27.4053,-4.249,8.1691,9.98007,2.7864,0,25.2999,3.52383,12.0958,4.46035,4.01379,0.0423762,3.71999,0.490055,1.82781e-14,-0.0128582,-0.0128582,114.022,0,-0.231007,0.578339,1.00017,1.00007,1.00017,0.999971,0.936746,1.00515,0.999903,-0.0996178,1084.41,128
62.56,0.0439306,27.4048,-4.2479,8.16914,9.98013,2.78475,0,25.2999,3.52382,12.0974,4.46038,4.01375,0.0423762,3.71978,0.490059,1.82783e-14,-0.0128669,-0.0128669,114.022,0,-0.231005,0.578324,1.00017,1.00007,1.00017,0.999971,0.936746,1.00515,0.999904,-0.0996174,1082.28,128
62.58,0.0439306,27.4042,-4.24679,8.16916,9.98016,2.78311,0,25.2999,3.52381,12.0989,4.46043,4.01371,0.0423762,3.71957,0.490063,1.82784e-14,-0.0128756,-0.0128756,114.022,0,-0.231003,0.578309,1.00017,1.00006,1.00017,0.999971,0.936746,1.00515,0.999904,-0.0996171,1080.32,128
62.60,0.0439306,27.4036,-4.2457,8.16916,9.98016,2.78145,0,25.2999,3.5238,12.1002,4.46048,4.01368,0.0423762,3.71938,0.490067,1.82786e-14,-0.0128842,-0.0128842,114.022,0,-0.231002,0.578294,1.00016,1.00006,1.00016,0.999972,0.936746,1.00515,0.999905,-0.0996168,1078.53,128
62.62,0.0439306,27.403,-4.24461,8.16914,9.98013,2.7798,0,25.2999,3.5238,12.1016,4.46054,4.01365,0.0423761,3.71919,0.49007,1.82787e-14,-0.0128929,-0.0128929,114.022,0,-0.231,0.578278,1.00016,1.00006,1.00016,0.999973,0.936746,1.00515,0.999905,-0.0996165,1076.89,128
62.64,0.0439306,27.4025,-4.24352,8.1691,9.98007,2.77814,0,25.2999,3.52379,12.1028,4.46061,4.01364,0.0423761,3.71902,0.490074,1.82788e-14,-0.0129016,-0.0129016,114.022,0,-0.230998,0.578262,1.00015,1.00006,1.00015,0.999974,0.936746,1.00515,0.999905,-0.0996162,1075.4,128
62.66,0.0439305,27.4019,-4.24244,8.16904,9.97998,2.77648,0,25.2999,3.52378,12.1039,4.46068,4.01364,0.0423761,3.71885,0.490078,1.8279e-14,-0.0129102,-0.0129102,114.022,0,-0.230996,0.578246,1.00015,1.00006,1.00015,0.999976,0.936746,1.00515,0.999906,-0.0996158,1074.05,128
62.68,0.0439305,27.4014,-4.24136,8.16896,9.97987,2.77482,0,25.2999,3.52378,12.105,4.46075,4.01364,0.0423761,3.71869,0.490082,1.82791e-14,-0.0129189,-0.0129189,114.022,0,-0.230995,0.57823,1.00014,1.00006,1.00014,0.999978,0.936746,1.00515,0.999906,-0.0996155,1072.83,128
62.70,0.0439304,27.4008,-4.24029,8.16887,9.97974,2.77317,0,25.3,3.52377,12.1059,4.46083,4.01365,0.0423761,3.71854,0.490086,1.82792e-14,-0.0129276,-0.0129276,114.022,0,-0.230993,0.578214,1.00014,1.00005,1.00014,0.99998,0.936746,1.00515,0.999906,-0.0996152,1071.75,128
62.72,0.0439304,27.4003,-4.23922,8.16877,9.97959,2.77152,0,25.3,3.52376,12.1068,4.46092,4.01367,0.0423761,3.7184,0.49009,1.82794e-14,-0.0129362,-0.0129362,114.022,0,-0.230992,0.578197,1.00013,1.00005,1.00013,0.999983,0.936746,1.00515,0.999907,-0.0996149,1070.79,128
62.74,0.0439303,27.3997,-4.23816,8.16866,9.97943,2.76987,0,25.3,3.52375,12.1076,4.461,4.01369,0.0423761,3.71827,0.490094,1.82795e-14,-0.0129449,-0.0129449,114.022,0,-0.23099,0.578181,1.00013,1.00005,1.00013,0.999986,0.936746,1.00515,0.999907,-0.0996145,1071.15,128
62.76,0.0439303,27.3992,-4.2371,8.16854,9.97926,2.76823,0,25.3,3.52375,12.1084,4.46109,4.01372,0.042376,3.71815,0.490098,1.82797e-14,-0.0129535,-0.0129535,114.022,0,-0.230989,0.578165,1.00013,1.00005,1.00013,0.999989,0.936746,1.00515,0.999907,-0.0996142,1072.2,128
62.78,0.0439302,27.3986,-4.23604,8.16844,9.9791,2.7666,0,25.3,3.52374,12.109,4.46117,4.01374,0.042376,3.71803,0.490102,1.82798e-14,-0.0129622,-0.0129622,114.022,0,-0.230988,0.578148,1.00012,1.00005,1.00012,0.999992,0.93711,1.00515,0.999908,-0.0996139,1073.61,128
62.80,0.0439301,27.3956,-4.23499,8.16834,9.97896,2.76498,0,25.2972,3.52373,12.1096,4.46167,4.01416,0.042376,3.71745,0.490105,1.82799e-14,-0.0129709,-0.0129709,114.022,0,-0.230987,0.578131,1.00012,1.00005,1.00012,0.999996,0.93711,1.00515,0.999908,-0.0996136,1075.22,128
62.82,0.0439299,27.395,-4.23394,8.16825,9.97884,2.76336,0,25.2972,3.52373,12.1101,4.46175,4.01419,0.0423759,3.71736,0.490109,1.82801e-14,-0.0129796,-0.0129796,114.022,0,-0.230986,0.578114,1.00011,1.00004,1.00011,1,0.93711,1.00515,0.999908,-0.0996133,1076.95,128
62.84,0.0439298,27.3945,-4.23289,8.16818,9.97873,2.76176,0,25.2972,3.52372,12.1105,4.46182,4.01422,0.0423759,3.71727,0.490113,1.82802e-14,-0.0129884,-0.0129884,114.022,0,-0.230986,0.578096,1.00011,1.00004,1.00011,1,0.93711,1.00515,0.999909,-0.099613,1078.76,128
62.86,0.0439297,27.394,-4.23185,8.16812,9.97864,2.76016,0,25.2972,3.52371,12.1108,4.46189,4.01425,0.0423758,3.71718,0.490117,1.82803e-14,-0.0129973,-0.0129973,114.022,0,-0.230985,0.578079,1.00011,1.00004,1.00011,1,0.93711,1.00515,0.999909,-0.0996127,1080.61,128
62.88,0.0439295,27.3935,-4.23081,8.16807,9.97858,2.75857,0,25.2972,3.5237,12.1111,4.46195,4.01427,0.0423758,3.71711,0.490121,1.82805e-14,-0.0130064,-0.0130064,114.022,0,-0.230985,0.578062,1.0001,1.00004,1.0001,1,0.93711,1.00515,0.999909,-0.0996124,1082.5,128
62.90,0.0439294,27.3929,-4.22977,8.16804,9.97853,2.757,0,25.2972,3.5237,12.1113,4.46201,4.0143,0.0423757,3.71704,0.490125,1.82806e-14,-0.0130155,-0.0130155,114.022,0,-0.230984,0.578045,1.0001,1.00004,1.0001,1,0.93711,1.00515,0.99991,-0.0996121,1084.42,128
62.92,0.0439292,27.3924,-4.22874,8.16803,9.97851,2.75543,0,25.2972,3.52369,12.1114,4.46206,4.01433,0.0423757,3.71699,0.490128,1.82807e-14,-0.0130247,-0.0130247,114.022,0,-0.230984,0.578028,1.00009,1.00004,1.00009,1,0.93711,1.00515,0.99991,-0.0996119,1086.36,128
62.94,0.0439291,27.3919,-4.22771,8.16802,9.9785,2.75388,0,25.2972,3.52368,12.1115,4.46211,4.01435,0.0423756,3.71693,0.490132,1.82808e-14,-0.0130339,-0.0130339,114.022,0,-0.230983,0.578011,1.00009,1.00003,1.00009,1,0.93711,1.00515,0.99991,-0.0996116,1088.32,128
62.96,0.0439289,27.3914,-4.22668,8.16804,9.97852,2.75234,0,25.2972,3.52367,12.1115,4.46215,4.01438,0.0423756,3.71689,0.490136,1.8281e-14,-0.0130432,-0.0130432,114.022,0,-0.230983,0.577994,1.00009,1.00003,1.00009,1,0.93711,1.00515,0.999911,-0.0996113,1090.28,128
62.98,0.0439288,27.3909,-4.22565,8.16806,9.97856,2.75081,0,25.2972,3.52367,12.1114,4.46219,4.0144,0.0423755,3.71685,0.49014,1.82811e-14,-0.0130525,-0.0130525,114.022,0,-0.230983,0.577978,1.00008,1.00003,1.00008,1,0.93711,1.00515,0.999911,-0.099611,1092.25,128
63.00,0.0439286,27.3904,-4.22463,8.16811,9.97862,2.74929,0,25.2972,3.52366,12.1112,4.46222,4.01442,0.0423755,3.71682,0.490144,1.82812e-14,-0.0130618,-0.0130618,114.022,0,-0.230983,0.577962,1.00008,1.00003,1.00008,1,0.93711,1.00515,0.999911,-0.0996107,1094.23,128
63.02,0.0439284,27.3899,-4.22361,8.16816,9.97871,2.74778,0,25.2973,3.52365,12.111,4.46225,4.01444,0.0423755,3.7168,0.490147,1.82813e-14,-0.0130712,-0.0130712,114.022,0,-0.230982,0.577945,1.00008,1.00003,1.00008,0.999999,0.93711,1.00515,0.999912,-0.0996104,1096.21,128
63.04,0.0439283,27.3894,-4.22259,8.16824,9.97881,2.74629,0,25.2973,3.52364,12.1108,4.46227,4.01446,0.0423754,3.71678,0.490151,1.82815e-14,-0.0130805,-0.0130805,114.022,0,-0.230982,0.577929,1.00007,1.00003,1.00007,0.999998,0.93711,1.00515,0.999912,-0.0996102,1098.19,128
63.06,0.0439281,27.3889,-4.22158,8.16832,9.97894,2.74481,0,25.2973,3.52364,12.1104,4.46229,4.01448,0.0423754,3.71677,0.490155,1.82816e-14,-0.0130899,-0.0130899,114.022,0,-0.230982,0.577913,1.00007,1.00003,1.00007,0.999997,0.93711,1.00515,0.999912,-0.0996099,1100.17,128
63.08,0.0439279,27.3884,-4.22057,8.16842,9.97909,2.74334,0,25.2973,3.52363,12.11,4.4623,4.0145,0.0423753,3.71677,0.490159,1.82817e-14,-0.0130992,-0.0130992,114.022,0,-0.230982,0.577898,1.00006,1.00002,1.00006,0.999995,0.93711,1.00515,0.999913,-0.0996096,1102.15,128
63.10,0.0439277,27.3879,-4.21956,8.16854,9.97926,2.74188,0,25.2973,3.52362,12.1096,4.46231,4.01451,0.0423753,3.71677,0.490162,1.82818e-14,-0.0131086,-0.0131086,114.022,0,-0.230981,0.577882,1.00006,1.00002,1.00006,0.999993,0.93711,1.00515,0.999913,-0.0996093,1104.13,128
63.12,0.0439275,27.3874,-4.21855,8.16867,9.97945,2.74044,0,25.2973,3.52362,12.109,4.46231,4.01453,0.0423753,3.71678,0.490166,1.8282e-14,-0.0131179,-0.0131179,114.022,0,-0.230981,0.577867,1.00006,1.00002,1.00006,0.999991,0.93711,1.00514,0.999913,-0.0996091,1106.1,128
63.14,0.0439273,27.3869,-4.21754,8.16882,9.97966,2.73901,0,25.2973,3.52361,12.1085,4.46231,4.01454,0.0423752,3.7168,0.49017,1.82821e-14,-0.0131272,-0.0131272,114.022,0,-0.230981,0.577852,1.00005,1.00002,1.00005,0.999989,0.93711,1.00514,0.999913,-0.0996088,1108.06,128
63.16,0.0439271,27.3864,-4.21654,8.16898,9.97989,2.73759,0,25.2973,3.5236,12.1078,4.46231,4.01455,0.0423752,3.71682,0.490174,1.82822e-14,-0.0131365,-0.0131365,114.022,0,-0.230981,0.577837,1.00005,1.00002,1.00005,0.999986,0.93711,1.00514,0.999914,-0.0996085,1110.01,128
63.18,0.0439269,27.3859,-4.21554,8.16915,9.98014,2.73619,0,25.2973,3.52359,12.1072,4.46229,4.01456,0.0423752,3.71685,0.490177,1.82823e-14,-0.0131458,-0.0131458,114.022,0,-0.230981,0.577823,1.00005,1.00002,1.00005,0.999984,0.93711,1.00514,0.999914,-0.0996083,1110.98,128
63.20,0.0439267,27.3854,-4.21454,8.16933,9.98041,2.7348,0,25.2973,3.52359,12.1064,4.46228,4.01457,0.0423751,3.71688,0.490181,1.82824e-14,-0.013155,-0.013155,114.022,0,-0.23098,0.577809,1.00004,1.00002,1.00004,0.999982,0.93711,1.00514,0.999914,-0.099608,1109.7,128
63.22,0.0439265,27.3849,-4.21355,8.16949,9.98064,2.73342,0,25.2973,3.52358,12.1056,4.46227,4.01459,0.0423751,3.71692,0.490185,1.82826e-14,-0.0131643,-0.0131643,114.022,0,-0.23098,0.577795,1.00004,1.00002,1.00004,0.99998,0.93711,1.00514,0.999915,-0.0996077,1107.19,128
63.24,0.0439263,27.3844,-4.21255,8.16963,9.98084,2.73205,0,25.2973,3.52357,12.1048,4.46227,4.01462,0.0423751,3.71696,0.490189,1.82827e-14,-0.0131735,-0.0131735,114.022,0,-0.23098,0.577781,1.00004,1.00001,1.00004,0.999978,0.93711,1.00514,0.999915,-0.0996074,1104.16,128
63.26,0.0439261,27.3839,-4.21156,8.16973,9.98099,2.7307,0,25.2973,3.52356,12.1039,4.46229,4.01465,0.042375,3.71701,0.490192,1.82828e-14,-0.0131828,-0.0131828,114.022,0,-0.23098,0.577768,1.00003,1.00001,1.00003,0.999976,0.93711,1.00514,0.999915,-0.0996072,1100.96,128
63.28,0.0439259,27.3834,-4.21057,8.1698,9.9811,2.72936,0,25.2973,3.52356,12.1029,4.46231,4.0147,0.042375,3.71706,0.490196,1.82829e-14,-0.013192,-0.013192,114.022,0,-0.23098,0.577755,1.00003,1.00001,1.00003,0.999975,0.93711,1.00514,0.999916,-0.0996069,1097.8,128
63.30,0.0439256,27.3829,-4.20958,8.16984,9.98115,2.72803,0,25.2973,3.52355,12.1019,4.46234,4.01476,0.042375,3.71712,0.4902,1.8283e-14,-0.0132012,-0.0132012,114.022,0,-0.230979,0.577742,1.00003,1.00001,1.00003,0.999973,0.93711,1.00514,0.999916,-0.0996067,1094.77,128
63.32,0.0439254,27.3825,-4.2086,8.16985,9.98116,2.72671,0,25.2973,3.52354,12.1009,4.46238,4.01483,0.0423749,3.71719,0.490203,1.82832e-14,-0.0132105,-0.0132105,114.022,0,-0.230979,0.577729,1.00002,1.00001,1.00002,0.999972,0.93711,1.00514,0.999916,-0.0996064,1091.91,128
63.34,0.0439252,27.382,-4.20761,8.16982,9.98113,2.72541,0,25.2973,3.52353,12.0998,4.46243,4.01491,0.0423749,3.71726,0.490207,1.82833e-14,-0.0132197,-0.0132197,114.022,0,-0.230979,0.577717,1.00002,1.00001,1.00002,0.999972,0.93711,1.00514,0.999916,-0.0996061,1089.22,128
63.36,0.043925,27.3815,-4.20663,8.16977,9.98105,2.72412,0,25.2973,3.52353,12.0987,4.46249,4.015,0.0423749,3.71733,0.490211,1.82834e-14,-0.0132289,-0.0132289,114.022,0,-0.230979,0.577705,1.00002,1.00001,1.00002,0.999971,0.93711,1.00514,0.999917,-0.0996059,1086.73,128
63.38,0.0439247,27.381,-4.20565,8.16969,9.98094,2.72284,0,25.2973,3.52352,12.0975,4.46256,4.0151,0.0423749,3.71741,0.490215,1.82835e-14,-0.0132381,-0.0132381,114.022,0,-0.230979,0.577694,1.00002,1.00001,1.00002,0.999971,0.93711,1.00514,0.999917,-0.0996057,1084.42,128
63.40,0.0439245,27.3806,-4.20468,8.16959,9.98079,2.72158,0,25.2973,3.52351,12.0963,4.46264,4.0152,0.0423748,3.7175,0.490218,1.82836e-14,-0.0132474,-0.0132474,114.022,0,-0.230979,0.577683,1.00001,1,1.00001,0.999971,0.93711,1.00514,0.999917,-0.0996054,1082.29,128
63.42,0.0439243,27.3801,-4.2037,8.16946,9.9806,2.72032,0,25.2974,3.52351,12.095,4.46272,4.01531,0.0423748,3.71758,0.490222,1.82838e-14,-0.0132566,-0.0132566,114.022,0,-0.230979,0.577672,1.00001,1,1.00001,0.999972,0.93711,1.00514,0.999917,-0.0996052,1080.33,128
63.44,0.043924,27.3796,-4.20273,8.16932,9.98039,2.71908,0,25.2974,3.5235,12.0937,4.46281,4.01543,0.0423748,3.71768,0.490226,1.82839e-14,-0.0132658,-0.0132658,114.022,0,-0.23098,0.577661,1.00001,1,1.00001,0.999972,0.93711,1.00514,0.999918,-0.099605,1078.54,128
63.46,0.0439238,27.3791,-4.20176,8.16915,9.98015,2.71785,0,25.2974,3.52349,12.0923,4.46291,4.01556,0.0423747,3.71777,0.490229,1.8284e-14,-0.013275,-0.013275,114.022,0,-0.23098,0.577651,1,1,1,0.999973,0.93711,1.00514,0.999918,-0.0996047,1076.9,128
63.48,0.0439235,27.3787,-4.20079,8.16897,9.97988,2.71664,0,25.2974,3.52348,12.0909,4.46301,4.01569,0.0423747,3.71788,0.490233,1.82841e-14,-0.0132842,-0.0132842,114.022,0,-0.23098,0.577641,1,1,1,0.999975,0.93711,1.00514,0.999918,-0.0996045,1075.41,128
63.50,0.0439233,27.3782,-4.19982,8.16877,9.97959,2.71543,0,25.2974,3.52348,12.0895,4.46311,4.01583,0.0423747,3.71798,0.490237,1.82842e-14,-0.0132934,-0.0132934,114.022,0,-0.230981,0.577632,1,1,1,0.999976,0.93711,1.00514,0.999918,-0.0996043,1074.06,128
63.52,0.043923,27.3777,-4.19886,8.16855,9.97928,2.71424,0,25.2974,3.52347,12.088,4.46322,4.01598,0.0423747,3.71809,0.490241,1.82844e-14,-0.0133027,-0.0133027,114.022,0,-0.230981,0.577622,0.999998,0.999999,0.999998,0.999978,0.93711,1.00514,0.999919,-0.0996041,1072.85,128
63.54,0.0439228,27.3773,-4.19789,8.16833,9.97894,2.71306,0,25.2974,3.52346,12.0865,4.46334,4.01613,0.0423747,3.7182,0.490244,1.82845e-14,-0.0133119,-0.0133119,114.022,0,-0.230982,0.577614,0.999996,0.999999,0.999996,0.999981,0.93711,1.00514,0.999919,-0.0996039,1071.76,128
63.56,0.0439225,27.3768,-4.19693,8.16808,9.97859,2.71189,0,25.2974,3.52345,12.085,4.46346,4.01628,0.0423746,3.71832,0.490248,1.82846e-14,-0.0133211,-0.0133211,114.022,0,-0.230983,0.577605,0.999995,0.999998,0.999995,0.999983,0.93711,1.00514,0.999919,-0.0996038,1070.8,128
63.58,0.0439223,27.3763,-4.19597,8.16783,9.97822,2.71073,0,25.2974,3.52345,12.0834,4.46358,4.01644,0.0423746,3.71844,0.490252,1.82847e-14,-0.0133303,-0.0133303,114.022,0,-0.230983,0.577597,0.999993,0.999997,0.999993,0.999986,0.93711,1.00514,0.999919,-0.0996036,1071.16,128
63.60,0.043922,27.3759,-4.19502,8.16758,9.97786,2.70958,0,25.2974,3.52344,12.0818,4.46371,4.0166,0.0423746,3.71857,0.490255,1.82848e-14,-0.0133395,-0.0133395,114.022,0,-0.230984,0.577589,0.999991,0.999997,0.999991,0.999989,0.93711,1.00514,0.999919,-0.0996034,1072.21,128
63.62,0.0439218,27.3754,-4.19406,8.16734,9.9775,2.70844,0,25.2974,3.52343,12.0802,4.46383,4.01676,0.0423746,3.7187,0.490259,1.8285e-14,-0.0133487,-0.0133487,114.022,0,-0.230985,0.577582,0.99999,0.999996,0.99999,0.999993,0.937016,1.00514,0.99992,-0.0996033,1073.63,128
63.64,0.0439216,27.3771,-4.19311,8.1671,9.97716,2.70732,0,25.2997,3.52342,12.0785,4.46359,4.01659,0.0423746,3.71923,0.490263,1.82851e-14,-0.0133579,-0.0133579,114.022,0,-0.230986,0.577576,0.999988,0.999996,0.999988,0.999997,0.937016,1.00514,0.99992,-0.0996031,1075.24,128
63.66,0.0439213,27.3766,-4.19216,8.16688,9.97684,2.70621,0,25.2997,3.52342,12.0768,4.4637,4.01675,0.0423746,3.71936,0.490266,1.82852e-14,-0.0133675,-0.0133675,114.022,0,-0.230987,0.57757,0.999987,0.999995,0.999987,1,0.937016,1.00514,0.99992,-0.0996029,1076.97,128
63.68,0.0439211,27.3761,-4.19121,8.16668,9.97654,2.7051,0,25.2997,3.52341,12.075,4.46381,4.0169,0.0423746,3.7195,0.49027,1.82853e-14,-0.0133776,-0.0133776,114.022,0,-0.230988,0.577565,0.999986,0.999994,0.999986,1,0.937016,1.00514,0.99992,-0.0996028,1078.77,128
63.70,0.0439209,27.3757,-4.19026,8.16648,9.97626,2.70401,0,25.2997,3.5234,12.0732,4.46392,4.01705,0.0423746,3.71964,0.490273,1.82854e-14,-0.0133882,-0.0133882,114.022,0,-0.230989,0.57756,0.999985,0.999994,0.999985,1,0.937016,1.00514,0.99992,-0.0996026,1080.63,128
63.72,0.0439206,27.3752,-4.18932,8.1663,9.976,2.70293,0,25.2997,3.52339,12.0714,4.46401,4.0172,0.0423746,3.71979,0.490277,1.82855e-14,-0.0133993,-0.0133993,114.022,0,-0.23099,0.577555,0.999983,0.999994,0.999983,1,0.937016,1.00514,0.99992,-0.0996025,1082.52,128
63.74,0.0439204,27.3748,-4.18837,8.16614,9.97576,2.70186,0,25.2997,3.52339,12.0696,4.46411,4.01735,0.0423746,3.71993,0.49028,1.82856e-14,-0.013411,-0.013411,114.022,0,-0.230991,0.577551,0.999983,0.999993,0.999983,1,0.937016,1.00514,0.999921,-0.0996024,1084.44,128
63.76,0.0439202,27.3743,-4.18743,8.16599,9.97554,2.7008,0,25.2997,3.52338,12.0677,4.4642,4.01749,0.0423747,3.72008,0.490284,1.82856e-14,-0.013423,-0.013423,114.022,0,-0.230992,0.577547,0.999982,0.999993,0.999982,1,0.937016,1.00514,0.999921,-0.0996023,1086.38,128
63.78,0.0439199,27.3739,-4.18649,8.16586,9.97535,2.69975,0,25.2997,3.52337,12.0659,4.46428,4.01764,0.0423747,3.72024,0.490287,1.82857e-14,-0.0134353,-0.0134353,114.022,0,-0.230994,0.577543,0.999981,0.999993,0.999981,1,0.937016,1.00514,0.999921,-0.0996021,1088.33,128
63.80,0.0439197,27.3734,-4.18555,8.16574,9.97518,2.69871,0,25.2997,3.52336,12.0639,4.46436,4.01777,0.0423747,3.72039,0.49029,1.82858e-14,-0.0134478,-0.0134478,114.022,0,-0.230995,0.57754,0.999981,0.999993,0.999981,1,0.937016,1.00514,0.999921,-0.099602,1090.3,128
63.82,0.0439194,27.3729,-4.18462,8.16564,9.97503,2.69769,0,25.2997,3.52335,12.062,4.46443,4.01791,0.0423747,3.72055,0.490294,1.82858e-14,-0.0134606,-0.0134606,114.022,0,-0.230996,0.577537,0.99998,0.999992,0.99998,1,0.937016,1.00514,0.999921,-0.0996019,1092.27,128
63.84,0.0439192,27.3725,-4.18368,8.16556,9.97491,2.69667,0,25.2997,3.52335,12.06,4.4645,4.01804,0.0423747,3.72071,0.490297,1.82859e-14,-0.0134736,-0.0134736,114.022,0,-0.230998,0.577535,0.99998,0.999992,0.99998,1,0.937016,1.00514,0.999921,-0.0996018,1094.25,128
63.86,0.0439189,27.372,-4.18275,8.16549,9.9748,2.69566,0,25.2997,3.52334,12.058,4.46456,4.01817,0.0423747,3.72088,0.4903,1.8286e-14,-0.0134866,-0.0134866,114.022,0,-0.230999,0.577533,0.99998,0.999992,0.99998,0.999999,0.937016,1.00514,0.999921,-0.0996018,1096.23,128
63.88,0.0439187,27.3716,-4.18182,8.16543,9.97472,2.69466,0,25.2997,3.52333,12.056,4.46462,4.0183,0.0423747,3.72105,0.490303,1.8286e-14,-0.0134998,-0.0134998,114.022,0,-0.231001,0.577531,0.99998,0.999992,0.99998,0.999998,0.937016,1.00514,0.999921,-0.0996017,1098.21,128
63.90,0.0439184,27.3711,-4.18089,8.16539,9.97466,2.69367,0,25.2997,3.52332,12.054,4.46467,4.01842,0.0423747,3.72122,0.490307,1.82861e-14,-0.0135131,-0.0135131,114.022,0,-0.231002,0.577529,0.99998,0.999992,0.99998,0.999997,0.937016,1.00514,0.999921,-0.0996016,1100.19,128
63.92,0.0439182,27.3707,-4.17997,8.16537,9.97463,2.6927,0,25.2997,3.52331,12.0519,4.46472,4.01854,0.0423747,3.72139,0.49031,1.82861e-14,-0.0135265,-0.0135265,114.022,0,-0.231004,0.577529,0.99998,0.999992,0.99998,0.999995,0.937016,1.00514,0.999922,-0.0996015,1102.17,128
63.94,0.0439179,27.3703,-4.17904,8.16536,9.97462,2.69173,0,25.2997,3.52331,12.0498,4.46476,4.01866,0.0423748,3.72156,0.490313,1.82862e-14,-0.0135399,-0.0135399,114.022,0,-0.231005,0.577528,0.99998,0.999992,0.99998,0.999993,0.937016,1.00514,0.999922,-0.0996015,1104.15,128
