Time(s),BloodDensity(kg/m^3),BloodPH,BloodSpecificHeat(J/K_kg),BloodUreaNitrogenConcentration(mg/dL),CarbonDioxideSaturation,CarbonMonoxideSaturation,Hematocrit,HemoglobinContent(g),OxygenSaturation,PlasmaVolume(mL),Phosphate(mmol/L),PulseOximetry,RedBloodCellCount(ct/uL),ShuntFraction,StrongIonDifference(mmol/L),TotalProteinConcentration(g/dL),VolumeFractionNeutralLipidInPlasma,VolumeFractionNeutralPhospholipidInPlasma,WhiteBloodCellCount(ct/uL),ArterialCarbonDioxidePressure(mmHg),ArterialOxygenPressure(mmHg),PulmonaryArterialCarbonDioxidePressure(mmHg),PulmonaryArterialOxygenPressure(mmHg),PulmonaryVenousCarbonDioxidePressure(mmHg),PulmonaryVenousOxygenPressure(mmHg),VenousCarbonDioxidePressure(mmHg),VenousOxygenPressure(mmHg),Albumin-BloodConcentration(g/dL),Bicarbonate-BloodConcentration(g/dL),Calcium-BloodConcentration(mg/L),Chloride-BloodConcentration(g/L),Creatinine-BloodConcentration(mg/L),Epinephrine-BloodConcentration(ug/L),Globulin-BloodConcentration(g/dL),Glucagon-BloodConcentration(mg/dL),Glucose-BloodConcentration(mg/dL),Hemoglobin-BloodConcentration(g/dL),Insulin-BloodConcentration(ug/L),Ketones-BloodConcentration(mg/L),Lactate-BloodConcentration(mg/L),Potassium-BloodConcentration(mg/L),Sodium-BloodConcentration(g/dL),Triacylglycerol-BloodConcentration(mg/dL),Urea-BloodConcentration(mg/dL)
15.54,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275496,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.692,11.176,131.630,176.98,0.334,74,26.38
15.56,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275553,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.692,11.176,131.630,176.98,0.334,74,26.38
15.58,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275607,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.692,11.177,131.629,176.98,0.334,74,26.38
15.60,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275658,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.692,11.177,131.629,176.98,0.334,74,26.38
15.62,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275704,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.692,11.177,131.628,176.98,0.334,74,26.38
15.64,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275747,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.177,131.628,176.98,0.334,74,26.38
15.66,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275786,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.177,131.628,176.98,0.334,74,26.38
15.68,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275819,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.177,131.627,176.98,0.334,74,26.38
15.70,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275848,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.177,131.627,176.98,0.334,74,26.38
15.72,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275871,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.177,131.627,176.98,0.334,74,26.38
15.74,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275889,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.177,131.627,176.98,0.334,74,26.38
15.76,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275901,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.178,131.626,176.98,0.334,74,26.38
15.78,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275907,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.178,131.626,176.98,0.334,74,26.38
15.80,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275907,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.692,11.178,131.626,176.98,0.334,74,26.38
15.82,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275901,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.178,131.625,176.98,0.334,74,26.38
15.84,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275889,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.178,131.625,176.98,0.334,74,26.38
15.86,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275871,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.178,131.625,176.98,0.334,74,26.38
15.88,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275846,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.178,131.625,176.98,0.334,74,26.38
15.90,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275815,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.178,131.625,176.98,0.334,74,26.38
15.92,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275778,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.179,131.624,176.98,0.334,74,26.38
15.94,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275734,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.179,131.624,176.98,0.334,74,26.38
15.96,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275683,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.179,131.624,176.98,0.334,74,26.38
15.98,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275626,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.179,131.624,176.98,0.334,74,26.38
16.00,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275562,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.179,131.624,176.98,0.334,74,26.38
16.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275491,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.179,131.623,176.98,0.334,74,26.38
16.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275414,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.179,131.623,176.98,0.334,74,26.38
16.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275330,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.179,131.623,176.98,0.334,74,26.38
16.08,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275250,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.180,131.623,176.98,0.334,74,26.38
16.10,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275181,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.180,131.623,176.98,0.334,74,26.38
16.12,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275128,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.180,131.623,176.98,0.334,74,26.38
16.14,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275091,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.180,131.622,176.98,0.334,74,26.38
16.16,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275072,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.180,131.622,176.98,0.334,74,26.38
16.18,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275067,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.180,131.622,176.98,0.334,74,26.38
16.20,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275076,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.180,131.622,176.98,0.334,74,26.38
16.22,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275097,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.180,131.621,176.98,0.334,74,26.38
16.24,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275128,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.181,131.621,176.98,0.334,74,26.38
16.26,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275167,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.181,131.620,176.98,0.334,74,26.38
16.28,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275213,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.181,131.620,176.98,0.334,74,26.38
16.30,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275264,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.181,131.620,176.98,0.334,74,26.38
16.32,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275320,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.181,131.619,176.98,0.334,74,26.38
16.34,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275379,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.181,131.619,176.98,0.334,74,26.38
16.36,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275440,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.181,131.618,176.98,0.334,74,26.38
16.38,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275499,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.181,131.618,176.98,0.334,74,26.38
16.40,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275556,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.182,131.618,176.98,0.334,74,26.38
16.42,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275610,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.182,131.617,176.98,0.334,74,26.38
16.44,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275660,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.182,131.617,176.98,0.334,74,26.38
16.46,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275707,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.182,131.617,176.98,0.334,74,26.38
16.48,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275750,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.182,131.616,176.98,0.334,74,26.38
16.50,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275788,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.182,131.616,176.98,0.334,74,26.38
16.52,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275822,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.182,131.616,176.98,0.334,74,26.38
16.54,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275850,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.182,131.615,176.98,0.334,74,26.38
16.56,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275873,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.182,131.615,176.98,0.334,74,26.38
16.58,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275891,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.183,131.615,176.98,0.334,74,26.38
16.60,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275903,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.183,131.614,176.98,0.334,74,26.38
16.62,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275910,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.183,131.614,176.98,0.334,74,26.38
16.64,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275910,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.183,131.614,176.98,0.334,74,26.38
16.66,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275904,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0323,2.7,0.000,87.2,15.30,0.691,11.183,131.613,176.98,0.334,74,26.38
16.68,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275892,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.183,131.613,176.98,0.334,74,26.38
16.70,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275874,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.183,131.613,176.98,0.334,74,26.38
16.72,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275849,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.183,131.613,176.98,0.334,74,26.38
16.74,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275818,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.183,131.613,176.98,0.334,74,26.38
16.76,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275780,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.184,131.612,176.98,0.334,74,26.38
16.78,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275736,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.184,131.612,176.98,0.334,74,26.38
16.80,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275685,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.184,131.612,176.98,0.334,74,26.38
16.82,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275628,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.184,131.612,176.98,0.334,74,26.38
16.84,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275564,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.184,131.612,176.98,0.334,74,26.38
16.86,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275494,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.184,131.612,176.98,0.334,74,26.38
16.88,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275417,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.184,131.611,176.98,0.334,74,26.38
16.90,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275333,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.185,131.611,176.98,0.334,74,26.38
16.92,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275253,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.185,131.611,176.98,0.334,74,26.38
16.94,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275184,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.185,131.611,176.98,0.334,74,26.38
16.96,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275130,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.185,131.611,176.98,0.334,74,26.38
16.98,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275094,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.185,131.611,176.98,0.334,74,26.38
17.00,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275074,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.185,131.610,176.98,0.334,74,26.38
17.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275070,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.185,131.610,176.98,0.334,74,26.38
17.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275079,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.185,131.610,176.98,0.334,74,26.38
17.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275100,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.186,131.609,176.98,0.334,74,26.38
17.08,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275131,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.186,131.609,176.98,0.334,74,26.38
17.10,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275169,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.186,131.609,176.98,0.334,74,26.38
17.12,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275215,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.186,131.608,176.98,0.334,74,26.38
17.14,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275267,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.186,131.608,176.98,0.334,74,26.38
17.16,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275322,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.186,131.607,176.98,0.334,74,26.38
17.18,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275381,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.17,3.6168,11.0,0.0322,2.7,0.000,87.2,15.30,0.691,11.186,131.607,176.98,0.334,74,26.38
