Time(s),ArterialPressure(mmHg),BloodVolume(mL),CardiacIndex(L/min_m^2),CardiacOutput(mL/min),CentralVenousPressure(mmHg),CerebralBloodFlow(mL/min),CerebralPerfusionPressure(mmHg),DiastolicArterialPressure(mmHg),HeartEjectionFraction,HeartRate(1/min),HeartStrokeVolume(mL),IntracranialPressure(mmHg),MeanArterialPressure(mmHg),MeanArterialCarbonDioxidePartialPressure(mmHg),MeanArterialCarbonDioxidePartialPressureDelta(mmHg),MeanCentralVenousPressure(mmHg),MeanSkinFlow(mL/min),PulmonaryArterialPressure(mmHg),PulmonaryCapillariesWedgePressure(mmHg),PulmonaryDiastolicArterialPressure(mmHg),PulmonaryMeanArterialPressure(mmHg),PulmonaryMeanCapillaryFlow(mL/min),PulmonaryMeanShuntFlow(mL/min),PulmonarySystolicArterialPressure(mmHg),PulmonaryVascularResistance(mmHg_s/mL),PulmonaryVascularResistanceIndex(mmHg_s/mL_m^2),PulsePressure(mmHg),SystemicVascularResistance(mmHg_s/mL),SystolicArterialPressure(mmHg),BrainVasculature-Oxygen-PartialPressure(mmHg),Aorta-Volume(mL),Aorta-InFlow(mL/min),BrainVasculature-Volume(mL),BrainVasculature-InFlow(mL/min),BoneVasculature-Volume(mL),BoneVasculature-InFlow(mL/min),FatVasculature-Volume(mL),FatVasculature-InFlow(mL/min),KidneyVasculature-Volume(mL),KidneyVasculature-InFlow(mL/min),LargeIntestineVasculature-Volume(mL),LargeIntestineVasculature-InFlow(mL/min),LeftArmVasculature-Volume(mL),LeftHeart-Volume(mL),LeftHeart-InFlow(mL/min),LeftHeart-Pressure(mmHg),LeftKidneyVasculature-Volume(mL),LeftKidneyVasculature-InFlow(mL/min),LeftLegVasculature-Volume(mL),LeftPulmonaryArteries-Volume(mL),LeftPulmonaryArteries-InFlow(mL/min),LeftPulmonaryCapillaries-Volume(mL),LeftPulmonaryCapillaries-InFlow(mL/min),LeftPulmonaryVeins-Volume(mL),LeftPulmonaryVeins-InFlow(mL/min),LiverVasculature-Volume(mL),LiverVasculature-InFlow(mL/min),MuscleVasculature-Volume(mL),MuscleVasculature-InFlow(mL/min),MyocardiumVasculature-Volume(mL),MyocardiumVasculature-InFlow(mL/min),PulmonaryArteries-Volume(mL),PulmonaryArteries-InFlow(mL/min),PulmonaryArteries-Pressure(mmHg),PulmonaryCapillaries-Volume(mL),PulmonaryCapillaries-InFlow(mL/min),PulmonaryCapillaries-Pressure(mmHg),PulmonaryVeins-Volume(mL),PulmonaryVeins-InFlow(mL/min),PulmonaryVeins-Pressure(mmHg),RightArmVasculature-Volume(mL),RightHeart-Volume(mL),RightHeart-InFlow(mL/min),RightHeart-Pressure(mmHg),RightKidneyVasculature-Volume(mL),RightKidneyVasculature-InFlow(mL/min),RightLegVasculature-Volume(mL),RightPulmonaryArteries-Volume(mL),RightPulmonaryArteries-InFlow(mL/min),RightPulmonaryCapillaries-Volume(mL),RightPulmonaryCapillaries-InFlow(mL/min),RightPulmonaryVeins-Volume(mL),RightPulmonaryVeins-InFlow(mL/min),SkinVasculature-Volume(mL),SkinVasculature-InFlow(mL/min),SmallIntestineVasculature-Volume(mL),SmallIntestineVasculature-InFlow(mL/min),SplanchnicVasculature-Volume(mL),SplanchnicVasculature-InFlow(mL/min),SpleenVasculature-Volume(mL),SpleenVasculature-InFlow(mL/min),VenaCava-Volume(mL),VenaCava-InFlow(mL/min)
119.14,87.74,5538,2.8,5558,4.296,622.0,85.81,73.14,0.55385,73.17,75.963,8.98,94.78,40,-0.013,4.3,357,16,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.27,302,0,68,622,391,236,280,236,79,1152,110,185,56,133.575697,1956,5.886240,40,576,84,86.6,0,60.5,2353,170.8,2935,586,1385,783,803,39,189,172,72,16,119,4907,9.0,335,6091,5.9,56,103,12180,2,40,576,84,85.6,72,58.9,2554,163.9,3156,175,327,220,464,67,119,81,139,1214,5381
119.16,86.36,5538,2.8,5558,4.290,611.1,85.81,73.14,0.55385,73.17,75.963,8.97,94.78,40,-0.013,4.3,357,15,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.26,300,0,68,611,391,230,280,230,79,1137,110,180,56,134.094170,1555,5.903622,40,569,84,85.8,0,60.3,2312,171.5,2899,586,1377,783,783,39,184,171,68,15,119,4823,9.0,336,6016,5.9,56,107,11616,2,40,569,84,84.8,68,58.7,2512,164.6,3117,175,322,220,453,67,116,81,135,1212,5369
119.18,85.01,5538,2.8,5558,4.285,600.5,85.81,73.14,0.55385,73.17,75.963,8.97,94.78,40,-0.013,4.3,357,15,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.26,298,0,68,601,391,225,280,225,79,1123,110,175,56,134.543742,1349,5.921510,40,561,84,85.0,0,60.1,2271,172.2,2862,586,1369,783,764,39,180,169,65,15,119,4741,9.0,338,5940,5.9,56,111,11076,2,40,561,84,84.0,65,58.5,2470,165.5,3078,175,316,220,443,67,113,81,132,1210,5357
119.20,83.70,5538,2.8,5558,4.280,590.2,85.82,73.14,0.55385,73.17,75.963,8.97,94.78,40,-0.013,4.3,357,15,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.25,297,0,68,590,391,219,280,219,79,1109,110,171,56,134.955999,1237,5.939534,40,554,84,84.2,0,59.9,2231,172.9,2825,586,1361,783,745,39,175,167,62,15,118,4661,8.9,339,5864,5.9,56,114,10561,2,40,554,84,83.1,62,58.4,2429,166.3,3039,175,311,219,433,67,110,81,128,1209,5345
119.22,82.41,5538,2.8,5558,4.276,580.1,85.82,73.14,0.55385,73.17,75.963,8.96,94.78,40,-0.013,4.3,357,15,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.24,295,0,68,580,391,214,280,215,79,1095,110,167,56,135.346647,1172,5.957512,40,547,84,83.4,0,59.8,2193,173.7,2788,586,1353,783,727,39,171,166,59,15,118,4582,8.9,341,5787,6.0,56,118,10071,3,40,547,84,82.3,59,58.2,2389,167.1,2999,175,306,219,423,67,108,81,125,1207,5333
119.24,81.16,5538,2.8,5558,4.272,570.2,85.83,73.14,0.55385,73.17,75.963,8.96,94.78,40,-0.013,4.3,357,15,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.24,294,0,67,570,391,209,280,211,79,1081,110,162,56,135.723641,1131,5.975351,40,541,84,82.7,0,59.6,2155,174.4,2751,586,1345,783,711,39,167,164,56,15,118,4505,8.9,342,5711,6.0,56,121,9604,3,40,541,84,81.6,56,58.0,2350,167.9,2960,175,301,219,414,67,105,81,122,1206,5321
119.26,79.93,5538,2.8,5558,4.268,560.6,85.83,73.14,0.55385,73.17,75.963,8.95,94.78,40,-0.013,4.3,357,15,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.23,293,0,67,561,391,205,280,208,79,1068,110,158,56,136.091090,1102,5.993007,40,534,84,81.9,0,59.4,2118,175.1,2714,586,1338,783,699,39,163,163,53,15,117,4430,8.9,344,5635,6.0,56,124,9160,3,40,534,84,80.8,53,57.8,2312,168.7,2921,175,296,219,404,67,102,81,119,1204,5309
119.28,78.73,5538,2.8,5558,4.265,551.7,85.84,73.14,0.55385,73.17,75.963,8.94,94.78,40,-0.013,4.3,357,15,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.22,291,0,67,552,391,201,280,206,79,1055,110,154,56,136.451162,1080,6.010455,40,527,84,81.2,0,59.2,2082,175.8,2677,586,1331,783,687,39,159,161,50,15,117,4356,8.9,345,5559,6.0,56,127,8737,3,40,527,84,80.0,50,57.6,2274,169.4,2882,175,291,219,395,67,99,81,116,1203,5297
119.30,77.56,5538,2.8,5558,4.262,543.0,85.85,73.14,0.55385,73.17,75.963,8.94,94.78,40,-0.013,4.3,357,15,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.21,290,0,67,543,391,197,280,203,79,1042,110,150,56,136.805027,1062,6.027682,40,521,84,80.5,0,59.1,2046,176.5,2641,586,1323,783,676,39,155,160,48,15,116,4283,8.8,347,5484,6.0,56,130,8335,3,40,521,84,79.3,48,57.4,2237,170.2,2844,175,286,219,386,67,97,81,113,1202,5285
119.32,76.42,5538,2.8,5558,4.260,534.7,85.85,73.14,0.55385,73.17,75.963,8.93,94.78,40,-0.013,4.3,357,14,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.19,289,0,67,535,391,194,280,201,79,1029,110,146,56,137.154890,1050,6.044667,40,515,84,79.8,0,58.9,2012,177.2,2605,586,1316,783,665,39,152,158,46,14,116,4212,8.8,348,5410,6.0,56,132,7953,3,40,515,84,78.5,46,57.3,2200,171.0,2805,175,282,219,378,67,94,81,110,1201,5274
119.34,75.30,5538,2.8,5558,4.265,526.5,85.86,73.14,0.55385,73.17,75.963,8.92,94.78,40,-0.013,4.3,357,14,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.18,287,0,67,527,391,190,280,198,79,1017,109,143,56,137.154890,34,23.459981,40,509,84,79.1,0,58.7,1978,178.0,2565,586,1309,783,655,39,149,157,43,14,116,4142,8.8,350,5363,6.1,56,132,43,6,40,509,84,77.8,43,57.1,2164,171.9,2797,175,277,219,369,67,92,81,107,1203,5259
119.36,74.21,5538,2.8,5558,4.270,518.6,85.87,73.14,0.55385,73.17,75.963,8.92,94.78,40,-0.013,4.3,357,14,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.17,286,0,67,519,391,187,280,196,79,1005,109,139,56,137.154890,33,47.384691,40,503,84,78.4,0,58.5,1944,178.9,2526,586,1302,782,645,39,145,156,41,14,115,4074,8.8,352,5282,6.1,56,132,41,11,40,503,84,77.1,41,56.9,2129,172.8,2755,175,273,219,361,67,90,81,105,1205,5244
119.38,73.14,5539,2.8,5558,4.274,510.9,85.88,73.14,0.55385,73.17,75.963,8.91,94.78,40,-0.013,4.3,357,14,6.153994,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.16,285,0,67,511,391,183,280,194,79,993,109,135,56,137.154890,33,72.767982,40,497,84,78.1,1136,58.4,1934,179.7,2489,586,1296,782,636,39,142,155,2355,14,115,4052,8.8,353,5204,6.1,56,131,0,16,40,497,84,76.8,1219,56.7,2118,173.7,2715,175,269,219,353,67,87,81,102,1207,5230
119.40,76.07,5539,2.8,5558,4.279,534.6,85.88,73.14,0.55385,73.17,75.963,8.90,94.78,40,-0.011,4.3,357,14,6.153991,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.14,288,13961,67,535,391,197,279,208,79,1080,109,145,56,132.501322,32,94.265917,40,540,84,78.9,4227,58.2,1984,180.5,2456,586,1312,782,683,39,153,156,8548,14,115,4150,8.7,355,5136,6.1,56,129,0,20,40,540,84,77.5,4321,56.6,2166,174.6,2680,175,281,219,376,67,94,81,109,1208,5239
119.42,81.28,5539,2.8,5558,4.284,576.2,85.89,73.14,0.55385,73.17,75.963,8.90,94.78,40,-0.011,4.3,357,15,6.153991,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.13,294,22220,67,576,391,219,279,231,79,1170,109,163,56,125.094675,32,110.237533,40,585,84,80.4,6664,58.1,2079,181.3,2429,586,1341,782,761,39,171,159,13443,15,115,4339,8.7,357,5079,6.1,56,124,0,24,40,585,84,79.0,6779,56.5,2259,175.5,2650,175,303,219,417,67,105,81,123,1210,5272
119.44,87.35,5539,2.8,5558,4.289,624.3,85.89,73.14,0.55385,73.17,75.963,8.90,94.78,40,-0.011,4.3,357,15,6.153991,14,16,5292,134,18,9.150,4.649,41,0.977,113.77,34.12,301,25677,67,624,391,245,279,256,79,1250,109,184,56,116.535733,32,120.812308,40,625,84,82.4,8392,58.1,2204,182.1,2409,586,1375,782,849,39,191,163,16925,15,115,4588,8.7,358,5035,6.2,56,118,0,27,40,625,84,81.0,8532,56.4,2384,176.4,2627,175,328,219,465,67,119,81,138,1212,5319
